# ITD District 2 NextXDSegI repair table - derived by corridors.repair_links
# district: 2
# radius_m: 25.0
# max_bearing_delta_deg: 90.0
# require_same_bearing: True
# bearing_probe_m: 30.0
# n_segments: 3499
# n_null_next: 691
# n_fill: 448
# n_override: 16
# ambiguous_fill: 9
# ambiguous_override: 0
# skipped_off_subset: 49
# crs: EPSG:32611
# route_junction rows (ROADMAP Item 51): extents.route_junction_repairs on ITD route
#   membership - where a route turns off INRIX's link (the link is null or leaves every
#   route the segment carries) onto a head nothing in the route links into, starting on
#   the segment's second half within 20 m, turning <= 120 deg, milepost-consistent where
#   both lie on one SHS line. These cross XDGroups, unlike fill/override.
# n_route_junction: 14
segment,old_next,new_next,kind,gap_m,bearing_delta_deg,xdgroup,road_name,lanes
124352422,124492690,124033945,override,0.0,1.2929749582167176,300416,S Blake Ave,1.0
124357500,,124900763,fill,9.313225746154783e-10,0.0335255644027654,298094,Walnut St,1.0
124357501,,124308376,fill,2.7939677238464355e-09,1.1023803067584763,295751,Hill St,1.0
124358895,,124722448,fill,0.6100915108377725,1.7389227651707984,312276,E Lewis St,1.0
124360552,,124655845,fill,8.162392224110707,17.972543152300716,313304,Plant Science Rd,1.0
124360985,,124502958,fill,9.313225746154783e-10,0.8336070453819957,299285,5th St,1.066
124361057,,124276387,fill,0.0,0.8920451451750182,309987,Elm St,1.0
124363396,,124752165,fill,0.0,6.258659036011636,296300,Hill St,1.0
124366001,,124119142,fill,2.7939677238464355e-09,0.3588550335636569,296458,5th St,1.0
124372245,,124443030,fill,0.0,0.0071540210216198,309676,5th St,1.0
124377260,,123915120,fill,0.1798771350302717,0.4096659921990238,295890,N Hill St,1.0
124377573,,124255816,fill,5.650799721479416e-07,0.0120723974186489,300528,8th Ave,1.0
124388660,,124347470,fill,0.0,0.1320332202547547,297520,10th St,1.0
124409948,,124357500,fill,0.0,0.0381699563031361,298094,Walnut St,1.0
124412001,,124140238,fill,1.8029127798161817e-06,0.4218462724761025,304915,G St,1.058
124412139,,123915144,fill,0.0,0.1772366049528955,295751,Hill St,1.0
124426481,,124722502,fill,0.0,0.5809901051187296,303498,Frontage Rd,1.0
124429840,,124831127,fill,1.5321410952524832e-06,0.0423458363351016,316270,S Mountain View Ext,1.0
124432447,,124409948,fill,0.0,0.0391818119825018,298094,Walnut St,1.0
124434962,,124284295,fill,1.0210260869158548e-08,65.9272427273608,310284,Potlatch Way,1.0
124438511,,123914133,fill,0.0,6.6100443509618,295875,18th St N,1.0
124438593,,124412139,fill,1.862645149230957e-09,0.740662271611086,295751,Hill St,1.0
124443020,,124116418,fill,0.0,0.5902099886677661,299403,S Main St,1.0
124443030,,124266473,fill,0.0,0.122013330964819,309676,5th St,1.0
124443322,,124258300,fill,9.315758762801104e-07,0.6160113055538545,301300,Grelle Ave,1.0
124447571,,124797506,fill,2.7939677238464355e-09,1.2595447461336562,296716,20th St N,1.0
124455015,,124225803,fill,3.683353851344318e-06,0.3097333804387858,299385,Frontage Rd,1.0
124456712,,124253973,fill,0.003505713412704,3.43379541434166,302048,4th Ave,1.0
124461814,,123978373,fill,0.0,0.0012588044838253,298094,Walnut St,1.0
124461822,,124409914,fill,3.373428752075524e-06,0.1288599383400708,300316,Prairie Ave,1.0
124462499,,124363518,fill,2.7048065746640843e-06,0.7564573160003647,301100,Neyens Rd,1.0
124467141,,124347903,fill,9.76519171352458e-09,0.2382899990178657,296091,W Taylor Ave,1.0
124471007,,124236743,fill,5.952284781304812e-09,0.4998866671058408,307375,6th Ave N,1.0
124477578,,124093759,fill,3.149605720939269e-07,7.119186639823738,302075,Cow Creek Rd,1.0
124487586,,385682754,fill,7.075373517457042,8.17992892342869,304685,Lenore Grade,1.0
124487597,,124134343,fill,0.0123036955397616,0.0274018632085244,296302,3rd Ave N,1.0
124492690,386053803,124315883,override,0.0,6.2694343964111,297337,W Taylor Ave,1.0
124502958,,124698358,fill,1.862645149230957e-09,0.7111655611228684,299285,5th St,1.066
124503060,,386052709,fill,0.0,0.2991195891035829,306105,29th St,1.0
124518213,,124334480,fill,1.5541445463895798e-08,0.0713891851841026,312276,E Lewis St,1.0
124520661,,124330110,fill,3.909198525825142,1.8633314918873796,296710,Ipp Dr,1.0
124522568,,124113481,fill,9.721162100744763e-08,3.816571140418034,302552,G St,1.045
124536203,,124042158,fill,0.0,0.0412888119309968,300783,Pine St,1.0
124546038,,124411774,fill,1.2147982062977917e-08,7.749088212275978,297985,20th St N,1.0
124558907,,385687340,fill,1.862645149230957e-09,9.805896127090818e-06,297681,S Jackson St,1.0
124559863,,124232672,fill,0.0,1.1398675556092712,299730,5th St,1.0
124625725,,124180151,fill,9.313225746154783e-10,0.4837963853863698,300471,5th St,1.105
124632997,,386055495,fill,1.862645149230957e-09,0.3507714594698541,299979,N Jackson St,1.0
124636177,,124037252,fill,0.0,6.250134025623396,295751,Hill St,1.0
124638276,,440959492,fill,8.20477450316959e-07,16.7699992152547,322830,S Blaine St,1.0
